task_id,repo,external_id,origin,title,branch,pr_number,category,sub_reason,last_error,push_failures,no_code_reroutes,attempts,agent,model,created_at
19375,gabrielkoerich/orch,internal:19375,internal,Code review,internal-19375-code-review,,A,Internal task succeeded after reroutes (likely research/analysis only),"kimi rate limit: ,""content"":[{""type"":""text"",""text"":""Failed to authenticate. API Error: 403 {\""error\"":{\""type\"":\""permission_error\"",\""message\"":\""You've reached your usage limit for this billing cycl",0,0,1,claude,opus,2026-03-27T20:00:07Z
19324,gabrielkoerich/bean,internal:19324,internal,Trading update: manage positions and update prices,internal-19324-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,opus,2026-03-27T19:30:02Z
19000,gabrielkoerich/bean,internal:19000,internal,Trading update: manage positions and update prices,internal-19000-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"kimi rate limit: 2"",""hook_name"":""SessionStart:startup"",""hook_event"":""SessionStart"",""uuid"":""d743c3ec-0c45-4b87-b7eb-677b4b7c37ec"",""session_id"":""4eae4d5e-1d34-4d67-bc6b-529d2e209dce""}
{""type"":""system"",""",0,0,2,claude,sonnet,2026-03-27T18:30:05Z
18762,gabrielkoerich/orch,internal:18762,internal,Code development: find improvements and create tasks,internal-18762-code-development-find-improvements-and-c,,A,Internal task (likely research/analysis only),,0,0,1,codex,gpt-5.3-codex,2026-03-27T18:00:04Z
18672,gabrielkoerich/bean,internal:18672,internal,Trading update: manage positions and update prices,internal-18672-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-27T17:30:04Z
18549,gabrielkoerich/orch,internal:18549,internal,Code review,internal-18549-code-review,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,3,claude,sonnet,2026-03-27T17:00:02Z
18383,gabrielkoerich/bean,internal:18383,internal,Trading update: manage positions and update prices,internal-18383-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"claude rate limit: fficial/plugins/hookify"",""source"":""hookify@claude-plugins-official""}],""uuid"":""d3b61da5-7ea8-443b-b6e8-bd44e261fe9f"",""fast_mode_state"":""off""}
{""type"":""rate_limit_event"",""rate_limit_i",0,0,3,codex,gpt-5.2-codex,2026-03-27T16:30:02Z
18079,gabrielkoerich/bean,internal:18079,internal,Trading update: manage positions and update prices,internal-18079-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"codex failed: in-process app-server event stream lagged; dropped 67 events, rerouted to claude",0,0,2,claude,sonnet,2026-03-27T15:30:09Z
18029,gabrielkoerich/orch,internal:18029,internal,Code development: find improvements and create tasks,internal-18029-code-development-find-improvements-and-c,,A,Internal task succeeded after reroutes (likely research/analysis only),"claude rate limit: e fallback immediately tries claude instead of trying other opencode free models (mimo-v2-omni-free, nemotron-3-super-free, etc.). This wastes claude rate limits on every such failu",0,0,3,codex,gpt-5.2-codex,2026-03-27T15:00:09Z
17965,gabrielkoerich/bean,internal:17965,internal,Trading update: manage positions and update prices,internal-17965-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-27T14:30:08Z
17838,gabrielkoerich/bean,internal:17838,internal,Trading update: manage positions and update prices,internal-17838-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-27T13:30:06Z
17787,gabrielkoerich/bean,internal:17787,internal,Trading update: manage positions and update prices,internal-17787-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-27T12:30:06Z
17736,gabrielkoerich/bean,internal:17736,internal,Trading update: manage positions and update prices,internal-17736-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-27T11:30:06Z
17583,gabrielkoerich/bean,internal:17583,internal,Trading update: manage positions and update prices,internal-17583-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-27T10:30:06Z
17506,gabrielkoerich/bean,internal:17506,internal,Morning briefing: daily focus plan,internal-17506-morning-briefing-daily-focus-plan,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to codex",0,0,4,claude,sonnet,2026-03-27T10:00:06Z
17499,gabrielkoerich/bean,internal:17499,internal,Trading update: manage positions and update prices,internal-17499-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,3,claude,sonnet,2026-03-27T09:30:05Z
17375,gabrielkoerich/bean,internal:17375,internal,Trading update: manage positions and update prices,internal-17375-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-27T08:30:05Z
17343,gabrielkoerich/orch,internal:17343,internal,Code review,internal-17343-code-review,,A,Internal task (likely research/analysis only),,0,0,1,claude,sonnet,2026-03-27T08:00:01Z
17310,gabrielkoerich/bean,internal:17310,internal,Trading update: manage positions and update prices,internal-17310-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-27T07:30:01Z
17241,gabrielkoerich/bean,internal:17241,internal,Trading update: manage positions and update prices,internal-17241-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-27T06:30:01Z
17238,gabrielkoerich/orch,internal:17238,internal,Code development: find improvements and create tasks,internal-17238-code-development-find-improvements-and-c,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-27T06:00:01Z
17175,gabrielkoerich/bean,internal:17175,internal,Trading update: manage positions and update prices,internal-17175-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,claude,sonnet,2026-03-26T23:31:27Z
16893,gabrielkoerich/bean,internal:16893,internal,Trading update: manage positions and update prices,internal-16893-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,4,claude,sonnet,2026-03-26T21:58:44Z
16425,gabrielkoerich/bean,internal:16425,internal,Trading update: manage positions and update prices,internal-16425-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,4,claude,sonnet,2026-03-26T20:26:30Z
16341,gabrielkoerich/orch,internal:16341,internal,Code review,internal-16341-code-review,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,3,claude,sonnet,2026-03-26T20:00:00Z
16181,gabrielkoerich/bean,internal:16181,internal,Trading update: manage positions and update prices,internal-16181-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,3,claude,sonnet,2026-03-26T19:24:20Z
15671,gabrielkoerich/orch,internal:15671,internal,Code development: find improvements and create tasks,internal-15671-code-development-find-improvements-and-c,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-26T18:00:02Z
15519,gabrielkoerich/bean,internal:15519,internal,Trading update: manage positions and update prices,internal-15519-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,3,claude,sonnet,2026-03-26T17:30:06Z
15373,gabrielkoerich/orch,internal:15373,internal,Code review,internal-15373-code-review,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,3,claude,sonnet,2026-03-26T17:00:19Z
15226,gabrielkoerich/bean,internal:15226,internal,Trading update: manage positions and update prices,internal-15226-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,2,opencode,opencode/minimax-m2.5-free,2026-03-26T16:30:07Z
15003,gabrielkoerich/bean,internal:15003,internal,Trading update: manage positions and update prices,internal-15003-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-26T15:42:41Z
14991,gabrielkoerich/bean,internal:14991,internal,Trading update: manage positions and update prices,internal-14991-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-26T15:00:07Z
14990,gabrielkoerich/orch,internal:14990,internal,Code development: find improvements and create tasks,internal-14990-code-development-find-improvements-and-c,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,1,claude,sonnet,2026-03-26T15:00:07Z
14987,gabrielkoerich/bean,internal:14987,internal,Trading update: manage positions and update prices,internal-14987-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-26T14:00:04Z
14984,gabrielkoerich/bean,internal:14984,internal,Trading update: manage positions and update prices,internal-14984-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit 0: , rerouted to claude",0,0,2,claude,sonnet,2026-03-26T13:00:04Z
14950,gabrielkoerich/bean,internal:14950,internal,Trading update: manage positions and update prices,internal-14950-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-26T12:00:05Z
14882,gabrielkoerich/bean,internal:14882,internal,Trading update: manage positions and update prices,internal-14882-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/claude-sonnet-4.6,2026-03-26T11:00:08Z
14729,gabrielkoerich/bean,internal:14729,internal,Trading update: manage positions and update prices,internal-14729-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/claude-sonnet-4.6,2026-03-26T10:00:19Z
14701,gabrielkoerich/bean,internal:14701,internal,Trading update: manage positions and update prices,internal-14701-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,2,opencode,github-copilot/claude-sonnet-4.6,2026-03-26T09:49:39Z
14695,gabrielkoerich/orch,internal:14695,internal,Code development: find improvements and create tasks,internal-14695-code-development-find-improvements-and-c,,A,Internal task (likely research/analysis only),,0,0,2,opencode,github-copilot/gpt-5.4-mini,2026-03-26T09:43:59Z
14694,gabrielkoerich/orch,internal:14694,internal,Code review,internal-14694-code-review,,A,Internal task (likely research/analysis only),,0,0,2,opencode,github-copilot/gpt-5.4-mini,2026-03-26T09:43:59Z
14691,gabrielkoerich/bean,internal:14691,internal,Trading update: manage positions and update prices,internal-14691-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-26T03:00:06Z
14674,gabrielkoerich/bean,internal:14674,internal,Trading update: manage positions and update prices,internal-14674-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/claude-sonnet-4.6,2026-03-26T02:00:06Z
14556,gabrielkoerich/orch,1005,github,"bug: auto_merge_pr queries branch protection on the feature branch, not the base branch — required_contexts always empty",gh-issue-1005-bug-auto-merge-pr-queries-branch-protect,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,2,opencode,github-copilot/claude-sonnet-4.6,2026-03-26T01:39:28Z
13955,gabrielkoerich/bean,internal:13955,internal,Trading update: manage positions and update prices,internal-13955-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/claude-sonnet-4.6,2026-03-26T00:04:44Z
13930,gabrielkoerich/bean,internal:13930,internal,Trading update: manage positions and update prices,internal-13930-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/claude-sonnet-4.6,2026-03-25T23:58:04Z
13857,gabrielkoerich/bean,internal:13857,internal,Trading update: manage positions and update prices,internal-13857-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"claude exit 1: 
Error: When using --print, --output-format=stream-json requires --verbose
, rerouted to opencode",0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-25T21:00:04Z
13856,gabrielkoerich/orch,internal:13856,internal,Self-improvement: debug agent errors and fix root causes,internal-13856-self-improvement-debug-agent-errors-and,,A,Internal task succeeded after reroutes (likely research/analysis only),"claude exit 1: 
Error: When using --print, --output-format=stream-json requires --verbose
, rerouted to opencode",0,0,2,opencode,github-copilot/gpt-5.4-mini,2026-03-25T21:00:04Z
13380,gabrielkoerich/orch,internal:13380,internal,Code development: find improvements and create tasks,internal-13380-code-development-find-improvements-and-c,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-25T19:19:33Z
13379,gabrielkoerich/orch,internal:13379,internal,Code review,internal-13379-code-review,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/claude-sonnet-4.6,2026-03-25T19:19:33Z
13346,gabrielkoerich/bean,internal:13346,internal,Trading update: manage positions and update prices,internal-13346-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-25T16:00:02Z
13288,gabrielkoerich/bean,internal:13288,internal,Trading update: manage positions and update prices,internal-13288-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/claude-sonnet-4.6,2026-03-25T15:00:03Z
13287,gabrielkoerich/orch,internal:13287,internal,Code development: find improvements and create tasks,internal-13287-code-development-find-improvements-and-c,,A,Internal task succeeded after reroutes (likely research/analysis only),"claude rate limit: "":0,""web_fetch_requests"":0},""service_tier"":""standard"",""cache_creation"":{""ephemeral_1h_input_tokens"":0,""ephemeral_5m_input_tokens"":0},""inference_geo"":"""",""iterations"":[],""speed"":""stan",0,0,3,opencode,opencode/mimo-v2-pro-free,2026-03-25T15:00:03Z
13277,gabrielkoerich/bean,internal:13277,internal,Trading update: manage positions and update prices,internal-13277-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,opencode/minimax-m2.5-free,2026-03-25T14:51:56Z
13270,gabrielkoerich/bean,internal:13270,internal,Trading update: manage positions and update prices,internal-13270-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-25T14:00:03Z
13241,gabrielkoerich/bean,internal:13241,internal,Trading update: manage positions and update prices,internal-13241-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/claude-sonnet-4.6,2026-03-25T13:00:03Z
13236,gabrielkoerich/bean,internal:13236,internal,Trading update: manage positions and update prices,internal-13236-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gemini-2.5-pro,2026-03-25T12:57:13Z
13163,gabrielkoerich/bean,internal:13163,internal,Trading update: manage positions and update prices,internal-13163-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,opencode/mimo-v2-pro-free,2026-03-25T12:19:36Z
13012,gabrielkoerich/bean,internal:13012,internal,Trading update: manage positions and update prices,internal-13012-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,3,opencode,github-copilot/gpt-5.4-mini,2026-03-25T11:00:03Z
12774,gabrielkoerich/bean,internal:12774,internal,Trading update: manage positions and update prices,internal-12774-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,2,opencode,github-copilot/claude-sonnet-4.6,2026-03-25T10:19:13Z
12700,gabrielkoerich/bean,183,github,Meeting prep: John Patten (2026-03-25 10:15),,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-25T10:04:17Z
12676,gabrielkoerich/orch,internal:12676,internal,Daily morning review,internal-12676-daily-morning-review,,A,Internal task (likely research/analysis only),,0,0,0,opencode,github-copilot/claude-sonnet-4.6,2026-03-25T10:00:09Z
12057,gabrielkoerich/orch,949,github,bug: OutputBuffer replays entire pane content when terminal clears — duplicate output on every clear,gh-issue-949-bug-outputbuffer-replays-entire-pane-con,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,3,opencode,opencode/mimo-v2-pro-free,2026-03-25T08:23:01Z
11967,gabrielkoerich/orch,internal:11967,internal,Code review: orch,internal-11967-code-review-orch,,A,Internal task (likely research/analysis only),,0,0,2,opencode,github-copilot/claude-sonnet-4.6,2026-03-25T08:00:08Z
11507,gabrielkoerich/orch,946,github,Add explicit /agent command for control sessions,,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,2,opencode,github-copilot/claude-sonnet-4.6,2026-03-25T06:06:51Z
11497,gabrielkoerich/orch,internal:11497,internal,Code development: find improvements and create tasks,internal-11497-code-development-find-improvements-and-c,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-25T06:00:08Z
11253,gabrielkoerich/bean,internal:11253,internal,Trading update: manage positions and update prices,internal-11253-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-25T02:00:08Z
11252,gabrielkoerich/bean,internal:11252,internal,"Daily self-improvement: learnings, memory, and CLAUDE.md maintenance",internal-11252-daily-self-improvement-learnings-memory,,A,Internal task (likely research/analysis only),,0,0,2,opencode,github-copilot/gemini-2.5-pro,2026-03-25T02:00:08Z
11065,gabrielkoerich/bean,internal:11065,internal,Trading update: manage positions and update prices,internal-11065-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,opencode/mimo-v2-pro-free,2026-03-24T23:00:08Z
11064,gabrielkoerich/bean,internal:11064,internal,Daily evening retrospective: optimize agent workflows,internal-11064-daily-evening-retrospective-optimize-age,,A,Internal task (likely research/analysis only),,0,0,1,claude,sonnet,2026-03-24T23:00:08Z
11001,gabrielkoerich/bean,internal:11001,internal,Trading update: manage positions and update prices,internal-11001-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,opencode/mimo-v2-pro-free,2026-03-24T22:00:08Z
10937,gabrielkoerich/bean,internal:10937,internal,Trading update: manage positions and update prices,internal-10937-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-24T21:00:02Z
10890,gabrielkoerich/orch,942,github,Validate clap chat parsing,gh-issue-942-validate-clap-chat-parsing,,A,GitHub task likely non-code (research/proposal),,0,0,1,opencode,github-copilot/gpt-5-mini,2026-03-24T20:27:01Z
10854,gabrielkoerich/bean,internal:10854,internal,Trading update: manage positions and update prices,internal-10854-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,opencode/mimo-v2-pro-free,2026-03-24T20:00:03Z
10853,gabrielkoerich/orch,internal:10853,internal,Code review: orch,internal-10853-code-review-orch,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gemini-2.5-pro,2026-03-24T20:00:03Z
10747,gabrielkoerich/bean,internal:10747,internal,Trading update: manage positions and update prices,internal-10747-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,opencode/minimax-m2.5-free,2026-03-24T19:01:10Z
10688,gabrielkoerich/bean,internal:10688,internal,Trading update: manage positions and update prices,internal-10688-trading-update-manage-positions-and-upda,,B,"Unclassified: model github-copilot/claude-sonnet-4-6 unavailable, trying anthropic/claude-sonnet-4-20250514","model github-copilot/claude-sonnet-4-6 unavailable, trying anthropic/claude-sonnet-4-20250514",0,0,2,opencode,github-copilot/gemini-2.5-pro,2026-03-24T18:00:04Z
10687,gabrielkoerich/orch,internal:10687,internal,Code development: find improvements and create tasks,internal-10687-code-development-find-improvements-and-c,,A,Internal task (likely research/analysis only),,0,0,3,opencode,github-copilot/gpt-5.4-mini,2026-03-24T18:00:04Z
10616,gabrielkoerich/bean,internal:10616,internal,Trading update: manage positions and update prices,internal-10616-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-24T17:00:06Z
10615,gabrielkoerich/orch,internal:10615,internal,Code review: orch,internal-10615-code-review-orch,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gemini-2.5-pro,2026-03-24T17:00:06Z
10448,gabrielkoerich/bean,internal:10448,internal,Trading update: manage positions and update prices,internal-10448-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,opencode/mimo-v2-pro-free,2026-03-24T16:00:02Z
10171,gabrielkoerich/orch,908,github,Implement Context Assembler and One-Shot Runner for Control Session,gh-issue-908-implement-context-assembler-and-one-shot,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-24T15:22:04Z
10170,gabrielkoerich/orch,909,github,Implement 'orch chat' CLI for Control Session,gh-issue-909-implement-orch-chat-cli-for-control-sess,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-24T15:22:04Z
10162,gabrielkoerich/orch,905,github,Implement Multi-Project Channel Routing,gh-issue-905-implement-multi-project-channel-routing,,B,Agent succeeded after reroutes but no PR created (work may be lost),"codex rate limit: You've hit your usage limit. Upgrade to Pro (https://chatgpt.com/explore/pro), visit https://chatgpt.com/codex/settings/usage to purchase more credits or try again at Mar 26th, 2026 ",0,0,2,claude,sonnet,2026-03-24T15:20:42Z
10161,gabrielkoerich/orch,906,github,Implement Interactive Project Picker and Channel Commands,gh-issue-906-implement-interactive-project-picker-and,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,2,minimax,opus,2026-03-24T15:20:42Z
10090,gabrielkoerich/orch,900,github,feat: Implement SQLite schema and context assembler for Control Session,gh-issue-900-feat-implement-sqlite-schema-and-context,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,1,opencode,opencode/mimo-v2-pro-free,2026-03-24T15:05:49Z
10089,gabrielkoerich/orch,901,github,feat: Implement one-shot runner and 'orch chat' CLI,gh-issue-901-feat-implement-one-shot-runner-and-orch,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,1,opencode,github-copilot/gemini-2.5-pro,2026-03-24T15:05:49Z
10088,gabrielkoerich/orch,902,github,feat: Implement model switching and history for Control Session,gh-issue-902-feat-implement-model-switching-and-histo,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,1,opencode,opencode/mimo-v2-pro-free,2026-03-24T15:05:49Z
10083,gabrielkoerich/orch,897,github,feat: Implement multi-project channel configuration and routing,gh-issue-897-feat-implement-multi-project-channel-con,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,1,opencode,opencode/mimo-v2-pro-free,2026-03-24T15:03:31Z
10082,gabrielkoerich/orch,898,github,feat: Implement interactive project picker for channels,gh-issue-898-feat-implement-interactive-project-picke,,B,GitHub task with no errors but no PR - commits may exist locally but not pushed,,0,0,1,opencode,github-copilot/gemini-2.5-pro,2026-03-24T15:03:31Z
10079,gabrielkoerich/bean,internal:10079,internal,Trading update: manage positions and update prices,internal-10079-trading-update-manage-positions-and-upda,,A,Internal task (likely research/analysis only),,0,0,1,opencode,github-copilot/gemini-2.5-pro,2026-03-24T15:02:57Z
10074,gabrielkoerich/orch,internal:10074,internal,Code development: find improvements and create tasks,internal-10074-code-development-find-improvements-and-c,,A,Internal task (likely research/analysis only),,0,0,1,opencode,opencode/mimo-v2-pro-free,2026-03-24T15:00:07Z
9623,gabrielkoerich/bean,internal:9623,internal,Trading update: manage positions and update prices,internal-9623-trading-update-manage-positions-and-upda,,B,"Unclassified: model github-copilot/claude-sonnet-4-6 unavailable, trying anthropic/claude-sonnet-4-20250514","model github-copilot/claude-sonnet-4-6 unavailable, trying anthropic/claude-sonnet-4-20250514",0,0,1,opencode,github-copilot/gpt-5.4-mini,2026-03-24T12:00:05Z
9508,gabrielkoerich/bean,internal:9508,internal,Trading update: manage positions and update prices,internal-9508-trading-update-manage-positions-and-upda,,B,Agent failed after reroutes (final: failed),"opencode rate limit: "":0,""costUSD"":0.45933999999999997,""contextWindow"":200000,""maxOutputTokens"":64000}},""permission_denials"":[],""fast_mode_state"":""off"",""uuid"":""5ca9d297-6fde-47c8-b18f-d8965c92726f""}

",0,0,1,opencode,"- github-copilot/gpt-5.4-mini
- github-copilot/claude-sonnet-4-6
- github-copilot/gemini-2.5-pro
- opencode/mimo-v2-pro-free
",2026-03-24T11:00:01Z
9309,gabrielkoerich/bean,internal:9309,internal,Trading update: manage positions and update prices,internal-9309-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-24T10:00:03Z
8889,gabrielkoerich/bean,internal:8889,internal,Trading update: manage positions and update prices,internal-8889-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-24T09:00:09Z
8536,gabrielkoerich/bean,internal:8536,internal,Trading update: manage positions and update prices,internal-8536-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-24T08:00:07Z
8535,gabrielkoerich/orch,internal:8535,internal,Code review: orch,internal-8535-code-review-orch,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-24T08:00:07Z
8412,gabrielkoerich/bean,internal:8412,internal,Trading update: manage positions and update prices,internal-8412-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-24T07:00:07Z
8315,gabrielkoerich/bean,internal:8315,internal,Trading update: manage positions and update prices,internal-8315-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-24T06:00:06Z
8314,gabrielkoerich/orch,internal:8314,internal,Code development: find improvements and create tasks,internal-8314-code-development-find-improvements-and-c,,A,Internal task (likely research/analysis only),,0,0,1,claude,sonnet,2026-03-24T06:00:06Z
8311,gabrielkoerich/bean,internal:8311,internal,Trading update: manage positions and update prices,internal-8311-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-24T05:00:06Z
8308,gabrielkoerich/bean,internal:8308,internal,Trading update: manage positions and update prices,internal-8308-trading-update-manage-positions-and-upda,,A,Internal task succeeded after reroutes (likely research/analysis only),"opencode exit -1: 
, rerouted to claude",0,0,2,claude,sonnet,2026-03-24T04:00:06Z
